subject,coupling,beatsection,mx,sx
PARTICIPANT_kura-A1_2020-10-04_12h32.21.589.csv,weak,2,1.0138557407777777,0.16679625166503634
PARTICIPANT_kura-A1_2020-10-04_12h32.21.589.csv,weak,3,0.9946847436153848,0.10292841229461457
PARTICIPANT_kura-A1_2020-10-04_12h32.21.589.csv,weak,4,0.9739790277916667,0.0766028213497415
PARTICIPANT_kura-A1_2020-10-04_12h32.21.589.csv,weak,5,0.9767764394545455,0.06500580569138226
PARTICIPANT_kura-A1_2020-10-04_12h32.21.589.csv,weak,6,0.94368125,0.07008372335776336
PARTICIPANT_kura-A1_2020-10-05_06h37.13.057.csv,weak,0,1.0181170599666667,0.4899954073934776
PARTICIPANT_kura-A1_2020-10-05_06h37.13.057.csv,weak,1,1.1097522806,0.6761420905708173
PARTICIPANT_kura-A1_2020-10-05_06h37.13.057.csv,weak,2,0.9969523477333333,0.06563130770551624
PARTICIPANT_kura-A1_2020-10-05_06h37.13.057.csv,weak,3,0.9896720685333334,0.06021922433694674
PARTICIPANT_kura-A1_2020-10-05_06h37.13.057.csv,weak,4,0.9447572067307691,0.1599556361906737
PARTICIPANT_kura-A1_2020-10-05_06h37.13.057.csv,weak,5,0.97343068125,0.07001518467988145
PARTICIPANT_kura-A1_2020-10-05_06h37.13.057.csv,weak,6,1.0006554335,0.021121966499999978
PARTICIPANT_kura-A1_2020-10-05_09h41.04.130.csv,weak,0,0.8574009899999999,0.2505098449837484
PARTICIPANT_kura-A1_2020-10-05_09h41.04.130.csv,weak,1,0.8976492728000001,0.23706672121970526
PARTICIPANT_kura-A1_2020-10-05_09h41.04.130.csv,weak,2,0.8513286830666666,0.2548660035245313
PARTICIPANT_kura-A1_2020-10-05_09h41.04.130.csv,weak,3,0.9618079333666667,0.1575851560548978
PARTICIPANT_kura-A1_2020-10-05_09h41.04.130.csv,weak,4,0.9076166108333334,0.18307763335502814
PARTICIPANT_kura-A1_2020-10-05_09h41.04.130.csv,weak,5,0.9132263258666666,0.18754768199934627
PARTICIPANT_kura-A1_2020-10-05_09h41.04.130.csv,weak,6,0.9666298991000002,0.0839938222314619
PARTICIPANT_kura-A1_2020-10-05_10h32.11.341.csv,weak,0,1.1794013433333332,0.3027192898190939
PARTICIPANT_kura-A1_2020-10-05_10h32.11.341.csv,weak,1,1.3260266652666666,0.5493961744095038
PARTICIPANT_kura-A1_2020-10-05_10h32.11.341.csv,weak,2,1.1478209137586204,0.2614199519791741
PARTICIPANT_kura-A1_2020-10-05_10h32.11.341.csv,weak,3,1.090288097814815,0.17156865454535947
PARTICIPANT_kura-A1_2020-10-05_10h32.11.341.csv,weak,4,1.088786541074074,0.11155941936491344
PARTICIPANT_kura-A1_2020-10-05_10h32.11.341.csv,weak,5,1.0445586130625,0.08426197570478998
PARTICIPANT_kura-A1_2020-10-05_10h32.11.341.csv,weak,6,0.92525105,0.07177875
PARTICIPANT_kura-A2_2020-09-15_15h15.11.125.csv,weak,0,1.5674364502333336,1.3407015146624237
PARTICIPANT_kura-A2_2020-09-15_15h15.11.125.csv,weak,1,1.5385124655172413,1.6890822674380386
PARTICIPANT_kura-A2_2020-09-15_15h15.11.125.csv,weak,2,1.2962699141538463,1.3043625899824993
PARTICIPANT_kura-A2_2020-09-15_15h15.11.125.csv,weak,3,1.0989876742380953,1.2055350428545861
PARTICIPANT_kura-A2_2020-09-15_15h15.11.125.csv,weak,4,1.1859885244285715,1.4537177491634068
PARTICIPANT_kura-A2_2020-09-15_15h15.11.125.csv,weak,5,0.5378021310909091,0.24920485090199512
PARTICIPANT_kura-A2_2020-09-15_15h15.11.125.csv,weak,6,0.331995409,0.0
PARTICIPANT_kura-A2_2020-09-16_10h16.41.575.csv,weak,0,1.0627680555666665,0.33371600937078527
PARTICIPANT_kura-A2_2020-09-16_10h16.41.575.csv,weak,1,1.0917543333666664,0.3295854249749956
PARTICIPANT_kura-A2_2020-09-16_10h16.41.575.csv,weak,2,1.0434839444333333,0.22060943460896032
PARTICIPANT_kura-A2_2020-09-16_10h16.41.575.csv,weak,3,1.0446336666666667,0.18139453566615427
PARTICIPANT_kura-A2_2020-09-16_10h16.41.575.csv,weak,4,1.0411575861724138,0.19007966050182284
PARTICIPANT_kura-A2_2020-09-16_10h16.41.575.csv,weak,5,1.0135980769230768,0.215219082566314
PARTICIPANT_kura-A2_2020-09-16_10h16.41.575.csv,weak,6,1.0429663332,0.11559161990904934
PARTICIPANT_kura-A2_2020-09-16_17h20.10.296.csv,weak,0,1.5674364502333336,1.3407015146624237
PARTICIPANT_kura-A2_2020-09-16_17h20.10.296.csv,weak,1,1.5385124655172413,1.6890822674380386
PARTICIPANT_kura-A2_2020-09-16_17h20.10.296.csv,weak,2,1.2962699141538463,1.3043625899824993
PARTICIPANT_kura-A2_2020-09-16_17h20.10.296.csv,weak,3,1.0989876742380953,1.2055350428545861
PARTICIPANT_kura-A2_2020-09-16_17h20.10.296.csv,weak,4,1.1859885244285715,1.4537177491634068
PARTICIPANT_kura-A2_2020-09-16_17h20.10.296.csv,weak,5,0.5378021310909091,0.24920485090199512
PARTICIPANT_kura-A2_2020-09-16_17h20.10.296.csv,weak,6,0.331995409,0.0
PARTICIPANT_kura-A2_2020-11-04_17h32.29.185.csv,weak,0,1.243509479166667,0.4315875509671782
PARTICIPANT_kura-A2_2020-11-04_17h32.29.185.csv,weak,1,1.2871523146666666,0.7094633046804926
PARTICIPANT_kura-A2_2020-11-04_17h32.29.185.csv,weak,2,1.0686402336923078,0.3691306269054623
PARTICIPANT_kura-A2_2020-11-04_17h32.29.185.csv,weak,3,1.0520156708181818,0.1796354816672401
PARTICIPANT_kura-A2_2020-11-04_17h32.29.185.csv,weak,4,0.9946167429499999,0.04135621351668885
PARTICIPANT_kura-A2_2020-11-04_17h32.29.185.csv,weak,5,1.0439728593333333,0.04956044432297057
PARTICIPANT_kura-A2_2020-11-04_17h32.29.185.csv,weak,6,nan,nan
PARTICIPANT_kura-A2_2020-11-05_09h19.11.832.csv,weak,0,1.1351883694333333,0.5330172190252624
PARTICIPANT_kura-A2_2020-11-05_09h19.11.832.csv,weak,1,1.0408207702666668,0.11813405895464743
PARTICIPANT_kura-A2_2020-11-05_09h19.11.832.csv,weak,2,1.0037672130666666,0.07900411205725988
PARTICIPANT_kura-A2_2020-11-05_09h19.11.832.csv,weak,3,0.9930001420357144,0.06134759393905187
PARTICIPANT_kura-A2_2020-11-05_09h19.11.832.csv,weak,4,1.0059055367037038,0.05086415715633874
PARTICIPANT_kura-A2_2020-11-05_09h19.11.832.csv,weak,5,1.1650892848181817,0.5322537648328625
PARTICIPANT_kura-A2_2020-11-05_09h19.11.832.csv,weak,6,1.721525758,0.0
PARTICIPANT_kura-A2_2020-11-25_15h04.36.125.csv,weak,0,1.3091226667,0.697191643463258
PARTICIPANT_kura-A2_2020-11-25_15h04.36.125.csv,weak,1,1.1282721666666666,0.4545453760157721
PARTICIPANT_kura-A2_2020-11-25_15h04.36.125.csv,weak,2,1.0373900555333335,0.17655544831516778
PARTICIPANT_kura-A2_2020-11-25_15h04.36.125.csv,weak,3,1.0341473888333335,0.20609480871243857
PARTICIPANT_kura-A2_2020-11-25_15h04.36.125.csv,weak,4,1.03764573336,0.17933740052449534
PARTICIPANT_kura-A2_2020-11-25_15h04.36.125.csv,weak,5,1.0182461111111112,0.07343733684807174
PARTICIPANT_kura-A2_2020-11-25_15h04.36.125.csv,weak,6,nan,nan
PARTICIPANT_kura-B1_2020-10-05_07h49.31.729.csv,weak,0,2.4488395643793095,1.5786810653186474
PARTICIPANT_kura-B1_2020-10-05_07h49.31.729.csv,weak,1,2.1906834358695653,1.1541412334018744
PARTICIPANT_kura-B1_2020-10-05_07h49.31.729.csv,weak,2,1.417555576846154,0.48204443314508894
PARTICIPANT_kura-B1_2020-10-05_07h49.31.729.csv,weak,3,1.2946238001666666,0.712000416689404
PARTICIPANT_kura-B1_2020-10-05_07h49.31.729.csv,weak,4,0.907051575,0.07712751561053244
PARTICIPANT_kura-B1_2020-10-05_07h49.31.729.csv,weak,5,0.969885275,0.0
PARTICIPANT_kura-B1_2020-10-05_07h49.31.729.csv,weak,6,nan,nan
PARTICIPANT_kura-B2_2020-09-07_12h08.36.208.csv,weak,0,1.0195975539333333,0.19080631193294678
PARTICIPANT_kura-B2_2020-09-07_12h08.36.208.csv,weak,1,0.9772544178333333,0.19286687912538408
PARTICIPANT_kura-B2_2020-09-07_12h08.36.208.csv,weak,2,1.0300922632666667,0.10415606509836497
PARTICIPANT_kura-B2_2020-09-07_12h08.36.208.csv,weak,3,1.0094064550666668,0.07006541998170558
PARTICIPANT_kura-B2_2020-09-07_12h08.36.208.csv,weak,4,0.9820738108,0.044397705139546634
PARTICIPANT_kura-B2_2020-09-07_12h08.36.208.csv,weak,5,1.006069514137931,0.03946784984377901
PARTICIPANT_kura-B2_2020-09-07_12h08.36.208.csv,weak,6,1.0215880865,0.07538713174514118
PARTICIPANT_kura-B2_2020-09-07_21h13.50.539.csv,weak,0,1.0531301522666667,0.17142051339035178
PARTICIPANT_kura-B2_2020-09-07_21h13.50.539.csv,weak,1,1.0074757055666665,0.2046951810077311
PARTICIPANT_kura-B2_2020-09-07_21h13.50.539.csv,weak,2,1.0342778756,0.21828061883927916
PARTICIPANT_kura-B2_2020-09-07_21h13.50.539.csv,weak,3,0.9348619856,0.2034255863314725
PARTICIPANT_kura-B2_2020-09-07_21h13.50.539.csv,weak,4,0.9360433380000001,0.2511375872479191
PARTICIPANT_kura-B2_2020-09-07_21h13.50.539.csv,weak,5,0.9589312891333334,0.17079142956786283
PARTICIPANT_kura-B2_2020-09-07_21h13.50.539.csv,weak,6,0.8669511395,0.24853347342840643
PARTICIPANT_kura-B2_2020-09-10_18h03.12.198.csv,weak,0,1.0993492350333334,0.3834732524261874
PARTICIPANT_kura-B2_2020-09-10_18h03.12.198.csv,weak,1,1.0685767325,0.22575361916615144
PARTICIPANT_kura-B2_2020-09-10_18h03.12.198.csv,weak,2,1.0446725897333333,0.22697363264429338
PARTICIPANT_kura-B2_2020-09-10_18h03.12.198.csv,weak,3,1.0228538055333334,0.10107835298153105
PARTICIPANT_kura-B2_2020-09-10_18h03.12.198.csv,weak,4,1.0080936288666666,0.06903493670937899
PARTICIPANT_kura-B2_2020-09-10_18h03.12.198.csv,weak,5,1.029825338925926,0.21834742040123586
PARTICIPANT_kura-B2_2020-09-10_18h03.12.198.csv,weak,6,0.97386121375,0.0548834683840535
PARTICIPANT_kura-B2_2020-09-25_19h37.04.527.csv,weak,0,1.0656662223,0.2654165774999127
PARTICIPANT_kura-B2_2020-09-25_19h37.04.527.csv,weak,1,1.1163732222000002,0.24444260321226924
PARTICIPANT_kura-B2_2020-09-25_19h37.04.527.csv,weak,2,0.9580026110666666,0.14849649961720157
PARTICIPANT_kura-B2_2020-09-25_19h37.04.527.csv,weak,3,1.0350042222666667,0.16524034999379042
PARTICIPANT_kura-B2_2020-09-25_19h37.04.527.csv,weak,4,0.9739544999666667,0.13035632403920958
PARTICIPANT_kura-B2_2020-09-25_19h37.04.527.csv,weak,5,0.9896441666923079,0.13710866678008815
PARTICIPANT_kura-B2_2020-09-25_19h37.04.527.csv,weak,6,1.0568143334,0.06223621458256421
PARTICIPANT_kura-A1_2020-10-01_10h17.21.641.csv,none,0,0.7755830369333335,0.23232416490861763
PARTICIPANT_kura-A1_2020-10-01_10h17.21.641.csv,none,1,0.8015387878333335,0.2370492618846253
PARTICIPANT_kura-A1_2020-10-01_10h17.21.641.csv,none,2,0.7875583519333333,0.16346012546667882
PARTICIPANT_kura-A1_2020-10-01_10h17.21.641.csv,none,3,0.7815720518888889,0.11394481633300381
PARTICIPANT_kura-A1_2020-10-01_10h17.21.641.csv,none,4,0.9750091793200001,0.9076135186903761
PARTICIPANT_kura-A1_2020-10-01_10h17.21.641.csv,none,5,0.7496849225294118,0.08449059781658107
PARTICIPANT_kura-A1_2020-10-01_10h17.21.641.csv,none,6,0.7118567,0.04871229390525679
PARTICIPANT_kura-A1_2020-10-03_10h29.30.435.csv,none,0,1.0625734999333334,0.4910456925955616
PARTICIPANT_kura-A1_2020-10-03_10h29.30.435.csv,none,1,0.9545957777999999,0.39603510470338377
PARTICIPANT_kura-A1_2020-10-03_10h29.30.435.csv,none,2,0.9173181666999999,0.3644935087125055
PARTICIPANT_kura-A1_2020-10-03_10h29.30.435.csv,none,3,0.9307844443999999,0.3796172361551445
PARTICIPANT_kura-A1_2020-10-03_10h29.30.435.csv,none,4,0.8266317307307692,0.2883931256161763
PARTICIPANT_kura-A1_2020-10-03_10h29.30.435.csv,none,5,0.7345670833500001,0.2470807574696974
PARTICIPANT_kura-A1_2020-10-03_10h29.30.435.csv,none,6,0.6108216666,0.17603059297315277
PARTICIPANT_kura-A1_2020-10-04_12h32.21.589.csv,none,0,1.0118666111333334,0.35255814573685534
PARTICIPANT_kura-A1_2020-10-04_12h32.21.589.csv,none,1,1.0318832222333334,0.3437717598900097
PARTICIPANT_kura-A1_2020-10-04_12h32.21.589.csv,none,2,1.0684458333333333,0.3631020742417011
PARTICIPANT_kura-A1_2020-10-04_12h32.21.589.csv,none,3,1.0693235632413791,0.3645435624859058
PARTICIPANT_kura-A1_2020-10-04_12h32.21.589.csv,none,4,0.9780796528333334,0.33201230744267485
PARTICIPANT_kura-A1_2020-10-04_12h32.21.589.csv,none,5,0.8150266667142858,0.3044043606182162
PARTICIPANT_kura-A1_2020-10-04_12h32.21.589.csv,none,6,0.6428644443333332,0.25239117176144954
PARTICIPANT_kura-A1_2020-10-05_06h37.13.057.csv,none,0,1.0714106064333333,0.6435841354544865
PARTICIPANT_kura-A1_2020-10-05_06h37.13.057.csv,none,1,1.1895449435666667,1.1332851182971522
PARTICIPANT_kura-A1_2020-10-05_06h37.13.057.csv,none,2,0.9129119302962964,0.5275593032868178
PARTICIPANT_kura-A1_2020-10-05_06h37.13.057.csv,none,3,0.8921534997083334,0.413725675090991
PARTICIPANT_kura-A1_2020-10-05_06h37.13.057.csv,none,4,0.76850002585,0.31709482419491
PARTICIPANT_kura-A1_2020-10-05_06h37.13.057.csv,none,5,0.5766983507500001,0.05834255414817232
PARTICIPANT_kura-A1_2020-10-05_06h37.13.057.csv,none,6,0.55882292075,0.03835275949532925
PARTICIPANT_kura-A1_2020-10-05_09h41.04.130.csv,none,0,0.6984355355999999,0.2077252803755941
PARTICIPANT_kura-A1_2020-10-05_09h41.04.130.csv,none,1,0.7168600033000001,0.151911353871227
PARTICIPANT_kura-A1_2020-10-05_09h41.04.130.csv,none,2,0.8140761502333334,0.21351370956796162
PARTICIPANT_kura-A1_2020-10-05_09h41.04.130.csv,none,3,0.8506544631,0.3799040271997581
PARTICIPANT_kura-A1_2020-10-05_09h41.04.130.csv,none,4,0.9149227074999999,0.41516781792997515
PARTICIPANT_kura-A1_2020-10-05_09h41.04.130.csv,none,5,0.8508296716785713,0.35155380881323733
PARTICIPANT_kura-A1_2020-10-05_09h41.04.130.csv,none,6,0.7989933897777779,0.24621604829236762
PARTICIPANT_kura-A1_2020-10-05_10h32.11.341.csv,none,0,1.6474806675333329,1.1255362081071898
PARTICIPANT_kura-A1_2020-10-05_10h32.11.341.csv,none,1,1.3887636646666663,0.6157788006685118
PARTICIPANT_kura-A1_2020-10-05_10h32.11.341.csv,none,2,1.1874017363076923,0.5434438344126057
PARTICIPANT_kura-A1_2020-10-05_10h32.11.341.csv,none,3,1.0874755920434782,0.5576099904994735
PARTICIPANT_kura-A1_2020-10-05_10h32.11.341.csv,none,4,0.9460988892352942,0.35231209540071057
PARTICIPANT_kura-A1_2020-10-05_10h32.11.341.csv,none,5,0.7086175118333333,0.21130055982222842
PARTICIPANT_kura-A1_2020-10-05_10h32.11.341.csv,none,6,0.5920683833333333,0.2984941330431318
PARTICIPANT_kura-A2_2020-09-15_15h15.11.125.csv,none,0,1.5310983432916665,1.6100331899045777
PARTICIPANT_kura-A2_2020-09-15_15h15.11.125.csv,none,1,1.5724997142500001,1.5109971049006687
PARTICIPANT_kura-A2_2020-09-15_15h15.11.125.csv,none,2,1.183750865521739,1.1840437190905253
PARTICIPANT_kura-A2_2020-09-15_15h15.11.125.csv,none,3,1.1390097070000003,0.7634810878028961
PARTICIPANT_kura-A2_2020-09-15_15h15.11.125.csv,none,4,0.8480214132666667,0.8035467821448222
PARTICIPANT_kura-A2_2020-09-15_15h15.11.125.csv,none,5,0.7708756324444445,0.6138874745562231
PARTICIPANT_kura-A2_2020-09-15_15h15.11.125.csv,none,6,1.0998464306666669,0.7782437517365098
PARTICIPANT_kura-A2_2020-09-16_10h16.41.575.csv,none,0,0.8049113334,0.22670442943039282
PARTICIPANT_kura-A2_2020-09-16_10h16.41.575.csv,none,1,0.8327097221666667,0.25657853792107016
PARTICIPANT_kura-A2_2020-09-16_10h16.41.575.csv,none,2,0.9846075000333335,0.46497900268773557
PARTICIPANT_kura-A2_2020-09-16_10h16.41.575.csv,none,3,0.8765576666666668,0.334302946371031
PARTICIPANT_kura-A2_2020-09-16_10h16.41.575.csv,none,4,0.8594913334000001,0.28890362335723624
PARTICIPANT_kura-A2_2020-09-16_10h16.41.575.csv,none,5,0.8042023456296298,0.22333111631007407
PARTICIPANT_kura-A2_2020-09-16_10h16.41.575.csv,none,6,0.7187583332857143,0.10012683644326979
PARTICIPANT_kura-A2_2020-09-16_17h20.10.296.csv,none,0,1.327322645027778,1.4125035571252322
PARTICIPANT_kura-A2_2020-09-16_17h20.10.296.csv,none,1,1.6344867970555557,1.629733832231393
PARTICIPANT_kura-A2_2020-09-16_17h20.10.296.csv,none,2,0.9784504066774192,1.078661335915725
PARTICIPANT_kura-A2_2020-09-16_17h20.10.296.csv,none,3,1.0778592233200002,0.7566183915162201
PARTICIPANT_kura-A2_2020-09-16_17h20.10.296.csv,none,4,0.9084543213809524,0.7316295566681015
PARTICIPANT_kura-A2_2020-09-16_17h20.10.296.csv,none,5,1.361826529466667,1.3323695274881873
PARTICIPANT_kura-A2_2020-09-16_17h20.10.296.csv,none,6,0.8140607583999999,0.697071142696007
PARTICIPANT_kura-A2_2020-11-04_17h32.29.185.csv,none,0,1.633223423724138,2.6319917806339417
PARTICIPANT_kura-A2_2020-11-04_17h32.29.185.csv,none,1,0.7959666095185185,0.3672260581279484
PARTICIPANT_kura-A2_2020-11-04_17h32.29.185.csv,none,2,0.9355494904230769,0.6594576938990389
PARTICIPANT_kura-A2_2020-11-04_17h32.29.185.csv,none,3,0.8540356161499998,0.6230161613203421
PARTICIPANT_kura-A2_2020-11-04_17h32.29.185.csv,none,4,0.8568197737857143,0.4535940194814364
PARTICIPANT_kura-A2_2020-11-04_17h32.29.185.csv,none,5,1.178760428125,0.6607729589324433
PARTICIPANT_kura-A2_2020-11-04_17h32.29.185.csv,none,6,0.636216442,0.0
PARTICIPANT_kura-A2_2020-11-05_09h19.11.832.csv,none,0,1.6274725233333334,2.3260603595839076
PARTICIPANT_kura-A2_2020-11-05_09h19.11.832.csv,none,1,1.2148047718518518,1.2252027686740232
PARTICIPANT_kura-A2_2020-11-05_09h19.11.832.csv,none,2,0.6583978225,0.22562068406748273
PARTICIPANT_kura-A2_2020-11-05_09h19.11.832.csv,none,3,0.7127049111333333,0.3360611186855728
PARTICIPANT_kura-A2_2020-11-05_09h19.11.832.csv,none,4,0.6948793145833334,0.12231497030045971
PARTICIPANT_kura-A2_2020-11-05_09h19.11.832.csv,none,5,0.7372630277500001,0.1702008243939342
PARTICIPANT_kura-A2_2020-11-05_09h19.11.832.csv,none,6,0.6135741290000001,0.003734128999999975
PARTICIPANT_kura-A2_2020-11-25_15h04.36.125.csv,none,0,1.8529417222,1.6598681748614132
PARTICIPANT_kura-A2_2020-11-25_15h04.36.125.csv,none,1,1.303085432148148,0.8632451950099053
PARTICIPANT_kura-A2_2020-11-25_15h04.36.125.csv,none,2,1.4384648666000002,1.0283192065725482
PARTICIPANT_kura-A2_2020-11-25_15h04.36.125.csv,none,3,1.262657058882353,0.7032952407966885
PARTICIPANT_kura-A2_2020-11-25_15h04.36.125.csv,none,4,0.7060774999999999,0.43685225279835743
PARTICIPANT_kura-A2_2020-11-25_15h04.36.125.csv,none,5,0.6128333333333333,0.4050204935830065
PARTICIPANT_kura-A2_2020-11-25_15h04.36.125.csv,none,6,0.57728,0.15679999999999997
PARTICIPANT_kura-B1_2020-10-05_07h49.31.729.csv,none,0,2.999886554384616,1.0110813355538397
PARTICIPANT_kura-B1_2020-10-05_07h49.31.729.csv,none,1,2.9999090772727275,1.2768049486622064
PARTICIPANT_kura-B1_2020-10-05_07h49.31.729.csv,none,2,nan,nan
PARTICIPANT_kura-B1_2020-10-05_07h49.31.729.csv,none,3,nan,nan
PARTICIPANT_kura-B1_2020-10-05_07h49.31.729.csv,none,4,nan,nan
PARTICIPANT_kura-B1_2020-10-05_07h49.31.729.csv,none,5,nan,nan
PARTICIPANT_kura-B1_2020-10-05_07h49.31.729.csv,none,6,nan,nan
PARTICIPANT_kura-B2_2020-09-07_12h08.36.208.csv,none,0,0.7883334425333334,0.32357314282870364
PARTICIPANT_kura-B2_2020-09-07_12h08.36.208.csv,none,1,0.7944761630666666,0.22114657327520218
PARTICIPANT_kura-B2_2020-09-07_12h08.36.208.csv,none,2,0.7589230378,0.22191730552939964
PARTICIPANT_kura-B2_2020-09-07_12h08.36.208.csv,none,3,0.7253587433333334,0.18429460109854948
PARTICIPANT_kura-B2_2020-09-07_12h08.36.208.csv,none,4,0.7379567010666668,0.19261324020668
PARTICIPANT_kura-B2_2020-09-07_12h08.36.208.csv,none,5,0.7315159874999999,0.18127978288076493
PARTICIPANT_kura-B2_2020-09-07_12h08.36.208.csv,none,6,0.7384149292,0.19257034991901129
PARTICIPANT_kura-B2_2020-09-07_21h13.50.539.csv,none,0,0.8956481631000001,0.32965942522996117
PARTICIPANT_kura-B2_2020-09-07_21h13.50.539.csv,none,1,0.8805823749999999,0.25943469329386903
PARTICIPANT_kura-B2_2020-09-07_21h13.50.539.csv,none,2,0.9683150674999997,0.24786907284117965
PARTICIPANT_kura-B2_2020-09-07_21h13.50.539.csv,none,3,0.9481307352666666,0.29686548039918914
PARTICIPANT_kura-B2_2020-09-07_21h13.50.539.csv,none,4,0.9164261805333334,0.24410323558110697
PARTICIPANT_kura-B2_2020-09-07_21h13.50.539.csv,none,5,0.9576270523571428,0.1820739992990657
PARTICIPANT_kura-B2_2020-09-07_21h13.50.539.csv,none,6,1.0680725727142855,0.5541309905762104
PARTICIPANT_kura-B2_2020-09-10_18h03.12.198.csv,none,0,0.8849661753,0.2809621361051932
PARTICIPANT_kura-B2_2020-09-10_18h03.12.198.csv,none,1,0.9322954653000001,0.33603507536991195
PARTICIPANT_kura-B2_2020-09-10_18h03.12.198.csv,none,2,0.9708676755999999,0.33975919235562624
PARTICIPANT_kura-B2_2020-09-10_18h03.12.198.csv,none,3,0.8951581553,0.2651632614023167
PARTICIPANT_kura-B2_2020-09-10_18h03.12.198.csv,none,4,0.8479284206551725,0.22482749899238755
PARTICIPANT_kura-B2_2020-09-10_18h03.12.198.csv,none,5,0.8318127107916666,0.22158644944343203
PARTICIPANT_kura-B2_2020-09-10_18h03.12.198.csv,none,6,0.7675827545714287,0.18362961205049746
PARTICIPANT_kura-B2_2020-09-25_19h37.04.527.csv,none,0,1.2024298889333331,0.34428106619619203
PARTICIPANT_kura-B2_2020-09-25_19h37.04.527.csv,none,1,1.2678959444333338,0.32499317204991496
PARTICIPANT_kura-B2_2020-09-25_19h37.04.527.csv,none,2,1.2179440555666665,0.332712325861294
PARTICIPANT_kura-B2_2020-09-25_19h37.04.527.csv,none,3,1.1993778735172413,0.3293072796595688
PARTICIPANT_kura-B2_2020-09-25_19h37.04.527.csv,none,4,1.0812640350526317,0.2872678581564904
PARTICIPANT_kura-B2_2020-09-25_19h37.04.527.csv,none,5,0.8869515151818181,0.2057804125909993
PARTICIPANT_kura-B2_2020-09-25_19h37.04.527.csv,none,6,0.9651516666666667,0.09821923769244405
